t,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40
396,-0.269227716,0.22633783,0.11057953,-0.507495597,1.929027001,-1.232730625,-0.904439627,-1.09862374,-0.12976423,-0.030229025,0.536419757,-0.62771033,1.495922275,1.319178708,1.197173262,1.117409897,-1.08511368,1.612963786,-1.241574206,1.763511653,0.736865111,0.43928572,1.868640927,0.150751721,-0.621332953,-0.186284058,-1.051588137,0.110839048,1.614795627,0.081092677,0.953545025,1.025932529,1.269063021,-0.062329762,1.771249633,-0.951254812,-0.998197205,-1.421275316,0.35176872,-0.601849581
397,0.092329493,0.464020761,-0.084923399,0.829298662,-0.510978894,-0.094553975,-0.012043652,-0.262818486,1.259090354,0.245599926,-0.328818316,-0.339847304,0.849144999,-0.875041651,-1.643636471,-0.890697104,-1.212363263,-0.103814576,0.71443905,-1.321536054,0.911849014,-0.927940507,0.151320706,-1.037680341,-0.916307029,0.104524101,-0.485475169,-2.413197131,0.459916796,-0.197313981,1.760773139,0.507401496,0.715797573,-0.806468621,-0.695031834,-1.7160118,0.445740434,-3.104173527,1.308916246,1.951679407
398,-0.120653039,1.197770119,1.202902559,0.721097821,0.934546229,-1.638897415,0.950457248,0.681604284,1.33625853,0.968935714,0.795432619,-0.496921491,-0.985551546,0.304670648,-0.058923838,0.561432741,-1.4120983,-1.014902603,0.729847665,-0.205522964,1.085001936,0.975256317,-1.355040122,-0.673499659,0.687205704,0.167269928,-0.933460043,1.188703201,-2.043183766,0.527934539,0.547243005,-0.366903196,-0.750720375,-0.41120894,-0.113917115,-0.796186109,0.363639049,-0.48306877,1.23810267,-0.008211767
399,1.038008831,0.625498729,0.121986817,0.833076744,-0.064656691,-1.090030836,0.278003281,-2.007371285,-1.26188644,0.570685612,1.556570708,-1.404634175,1.63483553,-0.670928715,0.344760446,0.06449659,0.556417044,0.953385348,-1.832805639,-1.965959853,-0.616310493,0.687188184,0.852860834,0.052864342,-0.048478179,1.015674764,0.008832075,-0.715800627,-1.313218355,-0.658082168,-0.381075938,0.571645558,-0.039092393,-0.525820047,0.403290289,0.445908758,1.201556745,1.277022906,0.556137776,0.948019648
400,1.835556399,1.857236042,0.323072718,0.734206856,-0.044821595,0.078038258,0.545736988,-1.870883312,0.620221968,-0.261332929,2.543149296,-1.343559218,1.007421164,0.647725105,-0.063024551,1.229258939,-0.121577268,-0.096416353,-0.664699717,-1.6761265,-0.325660913,-0.734615621,1.214272884,0.657072881,-0.789538685,1.795065104,-1.443765782,-0.705501418,-0.909837273,0.076792918,0.625381706,1.383027091,0.338873033,1.727803334,-1.091186766,-0.202307873,-0.86617522,-0.359840798,0.303100234,1.12806848
401,-0.040806053,-1.392014096,-0.062322416,0.780218862,0.39706209,-0.858344269,-1.523847816,2.363289894,0.11978197,1.922587761,0.026012391,-3.34467144,-2.035784393,0.834185339,1.007742181,-0.80674396,-1.107976891,-0.141706928,0.395596566,0.647221324,1.049395473,-0.870224292,-0.342201043,0.652986969,0.507663521,0.116064753,-1.348156081,0.080666074,-2.114617528,0.215105667,-0.872464595,-0.669652503,-0.680962738,0.780459404,2.353451769,-0.729520475,0.852317288,-0.866107634,1.913665541,0.157528163
402,-1.071021114,-1.577805752,-0.851719153,-0.737919263,-2.24015736,-0.210249793,-0.836848483,0.264822268,1.117831336,-0.28718201,-0.179212613,-1.75920164,0.1984097,1.081568932,-0.098457275,-2.148973085,1.567399623,-0.590782576,1.62869283,-0.123222244,0.804113122,0.849260081,-0.015564195,-1.268479388,-1.62713377,0.990873564,-0.068692677,0.789394941,-0.893336857,-0.357698983,1.26195734,0.434145316,0.191525669,-1.727344936,-1.391110662,0.525100951,-0.48388807,-1.101666553,0.628160651,-0.030849627
403,-0.358394238,-0.761020499,-0.696965917,1.222689836,1.970647572,0.331010261,0.816654628,-1.889488249,0.794922479,-1.627911379,-1.672067575,-0.186255179,-1.643971307,0.296916318,-0.190882949,-0.320798544,-0.275204807,-1.170166069,-0.342742788,-1.087598342,-0.512707638,1.154922338,0.224276025,-0.19531916,-1.926634036,-0.385397671,1.556259298,0.707344947,0.455741011,0.830521249,-0.324093036,2.549322699,-0.532185382,2.080138148,0.527146707,-0.448776685,-2.041073076,0.384835315,0.142232016,-0.640559866
404,0.42676946,0.479042071,0.079086247,0.55302616,-1.322527101,-0.515620574,0.487299824,0.822391723,-1.279770947,-2.624019232,-0.192090758,-1.56885731,0.557643535,1.515662423,1.003040879,1.245011392,-1.130365431,1.507040826,-1.389393833,0.473126756,-1.350626991,-0.459234887,0.121981293,-1.566038907,-0.773907879,-1.602246762,-1.460552959,2.079232447,1.242344515,-0.166429262,1.613515468,-0.11324304,0.293630123,-0.970089644,-0.858809301,1.396303252,-1.49345548,1.169648855,-1.572208095,-0.645651379
405,0.462858237,0.403424561,0.519582271,-0.049194747,2.097661993,0.180819195,1.147080202,0.280396284,-0.601477259,-1.284669678,0.741519856,-0.827738999,-0.164603685,-2.359502957,-0.316419187,0.538786725,-0.256335531,-0.056896685,2.026209196,-0.736067779,0.045453536,-1.036255566,-1.701309835,0.788347789,0.373830365,0.008142934,-0.023757068,0.540547709,1.015535696,-0.643206554,-2.173712699,0.156175312,0.158319818,0.810133278,-0.367601734,0.799934536,0.629988299,0.221679789,-0.062671794,2.298169792
406,0.681770701,-0.151911492,-1.156074538,0.227035548,-0.084661065,0.616501096,-0.401752274,-1.293793777,1.327018027,1.326395654,1.684426367,-0.572348027,-0.378139516,-0.158510646,-0.141408189,-0.049116908,-2.011901239,0.93216179,0.119336761,0.350827356,0.283529231,-0.703324643,0.42691534,0.265843002,-0.886170767,-0.272000139,-0.312646668,-1.487524852,1.8095716,0.36686063,0.10862797,-0.190534426,0.770380832,1.907513435,0.446448887,1.210745188,-0.638450335,-0.088018648,0.558148704,1.155870645
407,0.860775231,-0.204965541,0.593308165,0.687610942,-0.677440632,0.160590984,1.216159942,-0.207810822,-0.667221547,1.155377802,1.649282852,-0.943141681,0.863877613,-2.113026929,-0.995450496,0.582589536,-0.394003111,0.019906648,-2.056165436,-0.044849386,0.573299354,2.192568957,0.758477661,-0.861152732,-0.264460043,-0.55190817,-1.343745905,-0.18467955,1.307100825,-1.294749707,0.193629762,-1.268496728,0.977374609,-1.408951268,-0.402480919,1.479712209,0.547736199,-0.679638278,-0.742810388,-0.492269373
408,0.283592488,-1.367134647,0.93816663,0.89516449,0.004056806,-0.104733146,-1.567714235,-0.684308618,-0.810971843,-0.778884835,-1.039598061,0.913848024,-1.997352071,2.079953043,-0.24126768,0.141482624,0.801008045,-0.373589295,-1.352020329,2.120408142,-1.592426612,-2.029024973,-0.647487448,-0.242386299,-0.166380697,-0.69031357,-1.447094314,1.809443585,1.291776841,-0.601751434,0.528108703,0.175705487,-0.530658046,0.122929171,0.232685817,1.276670356,0.638509492,1.350599805,0.280568324,-1.430509058
409,-1.926550975,-0.336463042,0.808317189,-1.241535182,-0.107886241,0.306790109,2.580549413,-1.197064298,1.723152052,1.241760368,-0.857149432,-0.708279692,0.037087743,-1.976113518,0.811893744,-0.548378356,1.393218696,-0.900218673,0.18923038,-0.166852544,-0.97312802,0.929685485,0.6790163,1.172719228,0.271808287,0.25693923,-0.909554124,-0.269057472,1.222493521,-0.178511641,-0.945656731,-0.955704804,0.348372562,-0.637537705,0.283127969,0.359991595,-0.432443071,0.272801754,0.539916471,-1.348255661
410,-2.53079382,0.696664354,0.527447342,-0.54253751,-0.090691853,0.244525703,-2.500912129,0.024881446,-0.921511573,0.423480746,-1.644229015,-0.499263822,-1.012099212,0.235424718,-0.19569816,0.477940802,0.519051315,-0.699603121,-0.481081487,0.999122251,-1.533168154,0.303441644,1.371354291,0.479868801,1.636498071,0.415166036,1.08633914,-1.955386506,2.856070685,1.44464591,1.468349965,0.231807574,-0.889208819,0.380871642,-1.360363216,1.427359383,0.358153662,-1.695521192,0.733769391,1.14315371
411,-1.421048903,-0.102488105,-0.088218785,-1.184932893,0.904794,-1.343227406,1.056670856,0.073640667,-1.1601728,0.523222791,-1.951053426,-0.328021048,0.924958424,-0.240609122,-0.485696391,-0.503053825,0.800654942,0.409112462,2.025362816,-0.899081619,-0.375599469,0.653129406,-1.226504624,-0.881855608,1.553894424,-0.481912899,-0.493093779,-1.942743923,0.598629735,-0.745385489,-0.781168663,0.540670561,0.419583705,-0.211001338,1.39709891,0.007023509,-1.595366397,-0.133772623,-0.823231373,0.720250521
412,-2.142412389,-0.922162296,-0.588148197,0.459531704,-1.230333107,-0.133246704,-0.999578942,0.111475048,0.893279486,0.33762695,-0.264331281,-1.973462609,-0.7484064,-0.078898364,1.925402374,1.715671257,-0.461147327,-0.777687743,0.311650436,0.608013915,-2.056428783,0.231642015,0.266887964,-1.466514658,1.06086911,1.112853238,-2.268825433,0.332223988,-2.270449747,-0.205592388,-0.721433716,0.42832773,-0.518022357,-1.098265244,-0.736374799,0.921447882,0.877151433,0.061630435,-2.71734366,-0.291636617
413,0.216460487,3.261036124,-0.595463107,-0.095752537,0.538844021,-1.589223086,0.856321981,0.931737672,-0.97891681,-0.424652565,0.311163762,1.305581336,-2.576131322,1.282944657,1.341629394,0.821736192,-1.983841365,0.224492802,1.351493396,-0.810714241,1.207643064,0.632311087,-1.096025106,-0.968917325,-1.447495389,-1.056836833,0.350969292,1.253890215,-2.36572116,-2.001978111,-0.49397515,0.693290968,-1.584241759,0.803776102,-0.034356647,-0.091702251,-0.549175483,-0.038686202,-1.580288871,0.035042125
414,1.753635557,0.646110036,-0.343545129,0.684638698,0.472080155,-0.700706967,-0.076724232,0.767994097,-0.078342732,-0.313498516,2.598968309,0.884731002,1.998201133,1.682835736,-1.324713121,-0.941969774,-0.835579673,0.127103989,-2.903620733,1.931337367,-1.755561302,-0.845793139,-0.242336209,0.457278115,0.21435361,4.087781788,2.255770156,1.280933486,-1.429025544,-0.319446298,-0.487284138,1.123157965,0.833338009,-0.372032145,1.209898886,-1.084354576,0.297575787,0.886789599,0.614172224,-0.427017849
415,1.269494898,-0.037401417,-0.867701726,1.606628684,1.181281063,-2.032735222,0.161245646,1.28827776,-0.205241173,1.772434631,2.581451892,-0.113912999,-1.01579735,-3.714274444,-1.580158044,-0.295910641,1.063801203,-0.409927999,-1.284399984,0.971549597,1.391846484,0.080707014,0.528023277,0.021292801,-0.292474538,0.552345973,-0.906859343,0.817815864,-0.274214833,1.183112779,0.208344852,0.195542942,-0.419450067,1.027878394,-0.733393273,-0.830294241,-0.153022547,-2.74771356,0.944004062,0.796828342
416,0.811139809,-0.474546156,1.533717623,1.586565876,1.361839096,0.634604555,-0.413822465,-0.01655804,-1.647494669,0.870011353,0.859557867,1.530417024,-0.268054696,1.434481902,0.414599296,-0.176563347,-0.806578922,-0.417869745,1.844588167,0.978957716,1.477713934,0.7223573,-0.003697297,-0.765146405,2.059921192,1.793411318,-1.501093374,0.542633428,0.129842578,-0.645224536,0.343182874,-1.075769025,-0.528086198,-0.125165039,-0.181004592,-0.69897516,0.897696955,0.265103112,1.420620396,-1.36569944
417,-0.736654915,0.062249545,0.135038971,0.808625008,-0.538641031,-0.715759465,-1.240286384,0.303345157,0.495538749,-0.575345179,-1.39975342,-0.393785854,2.003488836,-2.348985297,1.426487819,0.862007785,0.555912251,-0.594406913,0.303854676,-0.499568308,1.282873201,-0.529942008,0.389087067,1.281208388,1.576759107,-2.489189784,-0.128795855,-0.690426374,-0.162564986,1.324329837,0.102136032,0.533340559,-0.739612372,1.169932523,0.10065514,-1.826681388,0.677761405,0.280916259,1.174325955,-0.317427531
418,0.012979162,1.261618444,1.39791442,1.183336906,0.024676204,0.187394602,0.720196364,1.514404395,-0.839461707,-1.931542184,-2.885585209,-0.134930773,-0.846065118,0.718070472,-0.661754251,0.127283528,1.241257068,1.317234729,-0.484969598,0.994316149,0.681530983,-1.477883276,0.787248817,0.661811627,-0.855172727,1.605092707,0.405830336,-0.600034674,0.531890848,-1.281134648,-2.173447982,-2.741006638,0.967111111,-0.485745082,0.755032666,0.947838603,0.657872341,2.967278589,-0.683992427,2.01412401
419,-0.797877686,0.800977062,-0.011945353,-0.999411694,1.599862497,-1.04716785,-1.207361747,0.468011708,-0.361632984,-0.897802321,-0.046041226,-1.855781815,-0.827827931,-0.620162746,-1.490916164,-1.273934309,2.42442585,-2.08731933,0.899591952,-0.387532906,0.510846018,-0.421780203,-1.423875571,0.629405507,1.228401846,-0.753203486,0.749798576,1.008885856,0.018996126,0.813598103,0.320004261,1.37639193,0.305656173,0.951347433,-1.913613817,-2.000935903,0.270666142,-1.252894187,-0.751906208,-0.259033657
420,-0.149672603,-0.153439121,0.247772535,-1.236058884,0.439096015,-0.065127087,2.005457432,0.691932667,2.562586047,1.990358814,-0.037246611,-0.598080598,1.533869286,-0.065591471,-0.398515507,-1.980752521,1.797608026,1.621047693,0.272387929,-1.55832784,-0.245061142,1.718058742,0.338285794,-1.593595766,1.664789416,0.868253619,-0.951940874,1.439049196,1.514471479,1.149130127,0.479284837,-0.52605821,1.136598488,1.290910341,1.908249009,-2.12447033,0.607965604,1.141278716,-0.079277418,-0.468629244
421,0.080662776,-1.444725625,0.249947985,-1.68013978,-0.527012619,1.151934465,-0.60215232,0.480345082,-0.015310557,1.799657221,0.186391092,0.319709898,0.191031833,1.828361734,1.003169152,1.261811366,0.30995842,-0.117850099,-0.425327932,2.081440034,-0.678609679,0.311101853,0.235191022,-1.130822887,0.760974432,-1.540356856,0.730458503,0.033627641,0.243424111,-0.371380869,2.319493315,0.109191953,-0.248985068,-1.354971593,0.681976114,-1.348393439,0.864246726,-1.002680311,-2.714506288,-0.738270593
422,-0.833205652,0.753270189,0.161201705,0.089094897,0.428221575,-0.687440164,1.952770921,1.276670268,-1.870030376,-1.497066462,-1.446178844,-0.630656077,-0.147461527,-1.675723673,-0.886733969,0.183326266,-0.535625085,0.234021094,0.989551117,0.304716091,0.411450569,0.638042042,-0.004487294,1.567601696,0.265469238,-1.150489725,1.065647081,-1.866952547,-1.361812701,0.908779831,0.595668302,-0.715573047,0.232544851,1.149525597,-1.231876222,-0.536316607,-0.416660006,1.15360882,-1.72882294,-0.16811688
423,-1.394576073,1.096031757,-0.186250266,-1.264825066,0.065842364,1.212203719,-2.38516463,-0.022220362,1.350128964,-0.084367163,-0.960455746,0.873206182,1.435246693,-0.242288802,1.099460551,-0.452123952,-1.774923581,0.982690546,0.410066715,0.92107465,0.840949192,-1.494258512,0.645285347,-0.932642477,0.638760624,0.243941326,-0.298573219,1.213101986,0.085666167,1.12896836,-0.377649817,1.158837505,-0.32042138,-2.406400418,1.186271949,-0.016244901,0.257214324,-0.681993504,-0.755771787,-0.299365208
424,0.304198684,-0.015575372,-0.102788761,-1.157629549,-0.307849026,0.914773833,1.364480251,0.447181851,0.501047321,0.551184041,-0.339704139,-1.249810963,0.315325256,-1.857215726,-0.119379197,-0.241135887,1.758285576,-1.089415234,0.42369825,0.760309352,-0.022591006,0.197655201,-1.909701539,-1.631230255,2.093482729,0.046272144,0.596842383,0.774696158,-0.248974513,-1.631604942,0.407153564,0.419571942,0.272263863,0.739047655,-0.597050163,-2.30356955,0.524483994,1.006700178,0.134293644,-1.285869944
425,0.486903725,0.13981053,-0.165023356,-0.424715215,-0.217914612,0.416390623,-1.617891665,0.084069357,-1.206041633,0.041789571,1.20723879,-1.560581445,1.339161408,0.360674548,-0.474344822,0.508874447,1.669939245,0.059098444,-1.647318875,0.521480848,-0.23957209,0.300172011,0.175355542,0.545958864,1.413129415,1.284678613,-0.335732963,-1.613154806,0.266982139,-0.45165954,0.97272563,-0.34123263,-0.256879031,1.212430973,-0.271966045,-0.10388632,0.270144532,-0.146949016,0.7411267,-1.493976018
426,-0.370996108,0.83936774,-0.845360841,-1.286868738,-1.053491796,0.346318276,0.400450065,-0.918658803,0.456198919,-0.681253614,1.103293533,-2.808823808,-0.482359444,-1.776966205,-0.183258987,0.827013216,0.450812699,-0.427569058,2.293847448,0.17465533,0.536325294,-0.366991744,-0.010539056,2.109348853,1.212987377,0.073930517,-0.733999573,-1.1875666,-0.045123431,1.379665629,-0.13513862,0.225020294,-0.585001347,-0.957301951,0.625212173,1.572109081,0.872753412,-0.1891605,0.760963255,0.54028202
427,-0.185883188,-1.841172768,0.842222227,-1.76187524,-0.021933743,-0.361940255,0.337183462,2.162133647,-0.53593468,-0.070886808,0.338458961,-0.608522226,-1.580470806,0.945360501,0.461040707,-0.488115645,1.251293658,-0.656263674,-0.565823538,1.073427653,-0.18853798,0.323053461,-0.89919755,1.228583904,1.04065744,-2.029318534,-0.189240408,1.438015261,0.590966742,-1.127196735,-0.315709336,-1.275384128,0.668282049,-1.17095008,-0.987432099,2.636582226,0.405936952,0.913199253,-0.405945104,2.503059743
428,0.72930424,0.336089378,-0.423048072,-1.130549098,-0.747382526,-0.519847618,0.828693084,1.025883154,0.11025972,0.132495367,-0.260534134,-1.608109491,-0.859750542,0.73838691,0.673368989,-0.463503934,-0.449692878,-0.124096613,-0.266171215,-1.04894007,0.226422829,-2.738654215,1.562222736,-0.769469196,0.407188202,0.215243901,0.071933185,1.077912899,-2.063444647,1.600850284,-1.150990372,-1.442648606,0.369790463,1.681916209,0.415852246,1.992914114,0.8062127,-0.071279999,-0.740233505,1.774409547
429,1.239911527,-0.767897939,-1.420193977,0.295308642,1.739102148,-0.521689001,0.098707369,-0.585570435,0.836882563,-0.669703667,-0.811061276,-2.027731404,1.999658045,0.911115531,1.321716687,-0.68204905,-1.435848891,0.363530375,0.744532677,-0.621300231,-1.283547137,2.284043541,0.644937365,1.035213284,0.323850831,-1.1227361,0.165527479,0.495849883,0.35791327,1.086788286,-0.677450215,1.296885084,-1.434968965,0.164167428,0.738634042,1.9730538,-0.741649814,1.204802221,0.933211477,-3.094400358
430,1.136758142,0.770751229,-0.113776543,-1.214740033,-0.209147775,0.037079039,-2.201363382,-1.144726264,0.030713256,2.836367962,0.197238316,-0.582906551,-1.128066324,0.819029453,-1.080722018,0.106065504,-0.556997067,-0.87292258,0.409350548,-0.746150009,-0.908062475,-1.515133247,-0.748442524,0.518856816,-0.033147563,-0.273467602,1.684174569,0.019279499,-0.506254261,0.273605697,1.633001878,-1.006783087,0.254399881,0.284000317,0.051874018,0.063963694,1.1939614,-1.620397301,-0.260004541,-1.96700044
431,-2.745894329,-0.271938093,-0.799295927,-0.094503003,1.21989335,0.194300447,0.63841162,-0.492294731,0.293505903,-1.540093,1.609226982,-0.377123849,-1.418592513,-1.305608031,-0.752156902,-1.551501247,1.349503836,0.011698391,-0.96561005,-0.238606197,-0.561376989,1.46698558,0.052446424,-0.42756953,1.747550363,-1.669483868,-0.687764254,0.388700919,-0.405126826,-0.759168447,0.928716509,-0.387597663,-0.498483298,0.25994352,-0.4577389,0.265509087,1.381859805,0.478347409,-2.519122603,0.754718346
432,-2.710213901,0.083452033,-1.087099985,-2.754354425,-1.38943699,0.198106472,-0.007297988,-1.220245314,-0.225125712,0.138139759,0.560185654,-1.818655588,0.546285695,0.144803971,-0.614061856,0.188846643,0.18723527,-0.434725284,0.074502942,0.495877926,0.459034292,0.085087097,0.099486362,1.030720434,-2.323716831,0.403749833,-1.445995303,-0.110529203,0.649004122,1.625502491,-1.133078734,1.008110023,-0.010151196,-2.768723234,-0.561839355,-1.263169503,0.894469685,-0.9006509,-2.191057135,0.696882457
433,0.730681343,-1.385185726,-0.135614857,-0.400911169,-0.139113365,0.878376536,1.21928763,-0.561935476,-2.273647033,2.47118581,-0.540374749,0.586821174,0.80216147,-2.482857221,-1.374159134,-0.626006669,-2.501135355,-0.356116078,0.355283116,1.698097245,-0.847893726,0.479477857,0.747833034,-0.17438366,1.544034701,0.045168901,1.069307077,1.679493229,0.492944381,-0.506503111,-1.336781958,0.154738753,1.088705836,0.759570142,1.105151072,0.772077754,0.756316282,-0.090467379,-1.623419665,-0.245471698
434,1.097564875,-0.617822032,-0.115189331,-0.833519123,-1.514433344,-0.59696619,0.421646921,-0.289270856,1.122190772,-1.523968503,0.077251385,-2.065076408,-1.744506967,1.712174802,-0.218568952,0.125823661,-0.844338498,0.157539471,0.357864292,0.249602976,0.323315507,1.067311114,-0.23733801,-0.055144659,0.439342156,1.683531113,0.346865738,-0.617087896,0.115572842,0.510429689,-1.408904273,-0.634229943,-1.011280603,-0.511305531,-0.443313541,1.687185525,1.050458884,0.339131273,-0.082406479,-0.93094365
435,0.889652633,-0.634692978,0.285161374,0.171015647,0.728281085,1.484280965,0.695510632,-1.389671021,0.204977141,-2.912736744,0.078039766,-0.437993071,1.806421412,-0.909082559,0.763382268,0.891497881,-1.451340631,-0.750853846,1.423605279,0.309664693,-0.764058489,-1.147182924,1.529925669,-1.999339969,-1.032724719,-1.820845772,-1.19844423,-0.181487223,0.153078043,-1.128704895,0.980753759,-0.349793952,-0.345662591,-0.528592053,0.608003498,0.103722684,0.405413331,-0.744217261,0.098949172,0.382139045
436,1.811959865,1.503853942,-2.588847347,0.025155762,-0.561727558,-0.712749868,-1.905287226,0.549135945,-1.370411394,-0.84857768,-0.269592439,-1.237193877,0.861108173,0.761588395,1.733356918,-0.041892151,-1.804919462,-0.877713447,0.256698325,-0.643878649,0.151075,-0.074937299,-1.188128392,1.80471969,-0.4815268,-0.082230489,-0.267946299,0.165463392,0.908857741,0.443969358,1.15923902,-1.236768191,0.207047142,-0.036011201,0.989699522,0.087433548,0.494963281,-0.420825553,-0.725896335,1.759240533
437,0.790114067,-1.415687026,0.694816597,-1.788930203,1.575445407,0.112160165,1.658318281,0.088219916,-0.141436495,2.068736032,-1.265458996,-0.512323551,-1.833384412,-0.631387135,0.331547125,0.099157937,-1.747099939,-0.268151237,-1.332871721,1.288639757,0.625370339,-0.121582402,1.843616488,1.690557214,-1.841730332,-0.089286982,-1.258558034,-0.937292052,0.037693326,0.584683168,1.780761724,0.270288452,-0.052202011,-0.683595512,0.305400812,-0.149944747,0.350867226,-0.040599919,-2.257174147,-1.788516775
438,0.07527064,-1.911638452,0.453286769,0.020049053,-0.418435514,-0.984461598,-1.240679566,-2.33651516,1.41813977,1.929034571,-3.263130864,-2.026447325,0.002170142,0.627757115,-0.130787353,-0.306088647,-0.697746343,1.112220802,0.62561654,-0.452812926,-0.770522806,-0.362763164,-1.887403092,-1.650317517,1.124948942,0.40167649,0.212982999,-1.608682077,0.484594107,-0.74555434,0.576406117,-2.13933738,0.208216481,0.589951035,0.118409143,-0.799418998,1.59283174,0.110550208,0.54867755,0.905601165
439,-0.481579319,1.571992858,-0.346655891,2.086650769,1.897452093,1.062725163,0.15781788,-0.205670714,0.66684921,-0.579642206,-0.704088204,-1.160183808,0.058887821,-0.610189421,1.307960653,0.04014892,1.162795517,-0.246476632,0.812705005,1.18558302,-0.419002496,0.106834889,0.888324364,-2.241038561,-1.345282499,1.857550963,-0.130930498,1.760825402,-0.068732613,-0.449307629,-1.78136482,1.135333858,-0.765622881,0.99639617,0.420189825,-1.526334599,0.552642648,-0.883141617,1.222516088,0.022277937
440,-0.942833013,0.229920442,-1.738020907,0.614742501,-2.049080414,-1.603102449,-0.908240991,-0.854151676,-4.035028241,-1.676165058,0.270623332,-2.231860919,-0.658682116,-0.980011546,-0.224438859,1.228532898,0.785186137,0.032726821,-0.907864014,-0.431054055,-0.438487216,0.147423182,-0.574238157,1.370187416,-1.658134681,0.838760508,-0.094285918,1.010191003,-0.49775561,0.888771729,-0.718527217,-0.157538482,0.235525917,-1.113321335,-0.354183359,0.30428159,1.142240222,-0.68314112,0.200035435,-0.482265056
441,-1.706137044,-0.123318779,-0.113579727,-0.835433838,0.873103338,0.883623838,1.842914338,0.312257146,1.050929741,0.298201779,1.489833588,-1.556594456,-1.456970356,1.331002644,0.09669562,-1.997022984,0.225915484,-0.671946705,2.503737175,-0.103087757,-0.87033495,3.572039217,0.739283713,-0.009326857,-1.710147451,0.239043319,0.152225087,-0.462350245,0.537494308,-0.703440721,-1.07746289,0.213022429,-0.818477401,-1.168540746,-0.16406329,0.797482804,0.503268294,-0.325867809,1.214355254,1.503249985
442,0.43330793,0.070752946,-0.510520299,-0.024496151,-2.00374771,1.036633109,-0.189210981,1.075760784,1.828858566,1.591908536,1.13950692,-1.565132347,0.322872092,0.730085457,-0.574360041,-1.287457748,-1.700742025,-0.875335049,-1.47412168,1.153370012,0.211385874,-1.212925489,-1.506059492,1.130752706,-0.07032226,-1.327201014,-1.180989304,0.03722292,1.592987993,0.044036178,0.373851994,-0.205332094,0.045653248,-0.105644419,-0.466876451,0.92014176,0.914910474,2.25689962,0.224825352,0.280860442
443,1.017588834,-1.965624555,-0.68925626,0.652980957,1.403851476,-0.214692433,0.124996868,-2.576880601,-0.644502258,-0.944704853,-0.565272981,-2.795493502,1.523794688,-0.754227943,0.282765122,0.426964983,-0.558602301,-1.73152814,-2.943231864,1.862289192,-1.0104474,-0.39864487,-0.182541,0.277090429,1.152519871,-0.334036247,-0.374189787,0.468630023,0.237037353,0.127307735,-1.099841641,-1.665661635,0.85644493,-1.088625631,2.867029474,2.492172715,-0.558070907,-1.546000164,-0.505616974,-0.146793542
444,-0.022849839,-0.524315845,0.278148359,1.073092207,-0.382117838,0.885091928,0.236951856,-0.856266447,-0.24723014,-0.807540652,-1.102585644,-1.01093326,-1.438796097,0.038982048,-0.050143725,0.280118463,-0.218325421,1.284745107,0.18830571,-0.632299941,0.727175254,-2.560772641,-0.633824022,-0.566593758,-0.909195042,0.933620158,0.662638197,0.718588375,0.562244524,0.27364848,0.957563543,0.048240435,-0.075855019,-0.765907056,-3.421507886,0.865707197,-0.10924787,0.305077997,0.988637379,1.226942785
445,0.081463904,2.371083845,0.007966062,0.883599929,0.501118281,0.865891279,-0.165700026,2.334638145,1.464075212,1.237756194,-0.829729902,-1.714726049,-1.13825582,-0.471874751,0.065027528,-1.14614745,1.027029995,1.763151915,0.996430538,-0.865562159,-0.633650287,1.329656413,-0.440439223,-0.182190212,0.423148535,-2.412183565,0.391757964,-1.270699534,1.740754561,0.934758574,-0.659650145,0.581253378,-1.507233786,-0.786598706,1.228406682,-1.094423031,0.280324178,-1.354892115,1.575337105,2.220004255
446,-1.360033965,0.530645002,0.294703044,0.890396032,-1.152418156,1.240487414,0.885985291,0.331722886,1.552231827,-0.448105857,-1.158063449,-0.570097685,0.527032515,-0.51008038,-0.265130588,-0.656044803,0.838054877,-1.236101133,-0.895651804,1.061995117,-1.361938889,0.051871015,0.013866722,0.969943811,0.730381856,-1.272583311,0.038235333,1.884224118,0.529162214,-0.375968834,-0.962184596,1.720250639,1.686827699,2.061663268,-0.680339605,-0.674226308,-0.259051534,0.647183519,0.17328988,0.279284558
447,-0.298005826,0.651418337,1.640418631,0.58745427,0.612888242,2.015448379,-1.366166837,1.695184487,-1.16798962,-0.271066119,0.457844552,-0.803685964,0.63204201,-1.760680317,2.083782803,2.076697085,-1.874844617,0.693527652,-0.582333072,0.185731482,-0.610995304,0.451665461,-0.008760852,-1.759314731,0.176440554,-1.964863108,-0.28497601,-0.220204597,-0.235380842,-0.169283882,-0.77973452,-1.27926475,0.223459307,-1.946621528,-0.052233506,-0.304191217,0.412516401,-0.772740323,-2.38805432,-2.615896298
